/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 72: STARTS_SINCE: unbound variable
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 95: local: can only be used in a function
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 96: msg: unbound variable
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 37: [: 0
0: integer expression expected
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 41: [: 0
0: integer expression expected
11:27:01 — OK — 正常 | PID 2340258 | Feishu=none
进程: yes（PID 3527387）
openclaw: no（PID N/A）
07:57:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:12:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:12:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:27:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:27:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:42:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 08:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
08:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:00:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:00:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:15:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:15:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:30:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:30:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:45:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:45:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 09:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
09:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:00:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 10:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
10:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:48:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:48:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:03:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:03:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
